,train,val,test
40,B201813098E_c2,B201809109C_c4,B201809109C_c4
41,B201813098E_c3,B201803401B_c4,B201803401B_c4
42,B201813098E_c1,B201803401B_c1,B201803401B_c1
43,B201727680B2_c2,B201720538A1_c1,B201720538A1_c1
44,B201816126A_c4,B201710379B_c3,B201710379B_c3
45,B201816126A_c2,B201803401A_c3,B201803401A_c3
46,B201816126A_c1,B201715930A2_c2,B201715930A2_c2
47,B201816126A_c5,B201715930A2_c1,B201715930A2_c1
48,B201710386A_c2,B201813750B3_c1,B201813750B3_c1
49,B201710386A_c3,B201725590C_c3,B201725590C_c3
50,B201710386A_c1,B201725590C_c1,B201725590C_c1
51,B201723919_c4,B201715930A1_c3,B201715930A1_c3
52,B201723919_c2,B201923782A_c2,B201923782A_c2
53,B201723919_c3,B201735334E_c1,B201735334E_c1
54,B201723919_c1,B201727090A_c2,B201727090A_c2
55,B201718108B_c1,B201718108C_c3,B201718108C_c3
56,B201702546_c2,B201720538A3_c2,B201720538A3_c2
57,B201702546_c1,,
58,B201725590B_c3,,
59,B201725590B_c1,,
60,B201817578A_c2,,
61,B201817578A_c3,,
62,B201817578A_c1,,
63,B201812551A_c2,,
64,B201812551A_c3,,
65,B201812551A_c1,,
66,B201735334B_c2,,
67,B201735334B_c1,,
68,B201739044B_c2,,
69,B201739044B_c1,,
70,B201806722B_c2,,
71,B201806722B_c3,,
72,B201806722B_c1,,
73,B202008386C_c4,,
74,B202008386C_c2,,
75,B202008386C_c3,,
76,B202008386C_c1,,
77,B201710386E_c4,,
78,B201710386E_c3,,
79,B201710386E_c1,,
80,B201710386E_c5,,
81,B201800437C_c3,,
82,B201800437C_c1,,
83,B201816126B_c1,,
84,B201720538A4_c4,,
85,B201720538A4_c2,,
86,B201720538A4_c3,,
87,B201725590A_c2,,
88,B201725590A_c1,,
89,B201813750B1_c1,,
90,B201813098A_c2,,
91,B201710386F_c4,,
92,B201710386F_c2,,
93,B201710386F_c3,,
94,B201814242C_c4,,
95,B201814242C_c3,,
96,B201809109B_c2,,
97,B201727680C1_c2,,
98,B201727680C1_c1,,
99,B201735334A_c1,,
100,B201813750A_c2,,
101,B201813750A_c3,,
102,B201817578C_c2,,
103,B201817578C_c1,,
104,B202016825A_c2,,
105,B202004165C_c2,,
106,B202004165C_c3,,
107,B202004165C_c1,,
108,B201809110A_c1,,
109,B201800437B_c2,,
110,B201800437B_c1,,
111,B201801711B_c2,,
112,B201720538A2_c4,,
113,B201720538A2_c2,,
114,B201720538A2_c3,,
115,B201720538A2_c1,,
116,B201813097B_c2,,
117,B201813097B_c3,,
118,B201813097B_c1,,
119,B201813097C_c2,,
120,B201813097C_c3,,
121,B201812551B_c4,,
122,B201812551B_c2,,
123,B201812551B_c1,,
124,B201802055B_c4,,
125,B201802055B_c2,,
126,B201802055B_c3,,
127,B201802055B_c1,,
128,B201730844_c2,,
129,B201730844_c3,,
130,B201730844_c1,,
131,B201802055A_c4,,
132,B201802055A_c2,,
133,B201802055A_c3,,
134,B201802055A_c1,,
135,B201710377C_c4,,
136,B201710377C_c2,,
137,B201710377C_c3,,
138,B201710377C_c1,,
139,B201710377C_c5,,
140,B201735334H_c2,,
141,B201735334H_c1,,
142,B201720076A3_c2,,
143,B201720076A3_c3,,
144,B201809110C_c3,,
145,B201809110C_c1,,
146,B201710386B_c2,,
147,B201710386B_c1,,
148,B201725590E_c2,,
149,B201725590E_c3,,
150,B201725590E_c1,,
151,B201710379A_c4,,
152,B201710379A_c2,,
153,B201710379A_c3,,
154,B201710379A_c1,,
155,B201727680C2_c2,,
156,B201727680C2_c1,,
157,B201710377A_c4,,
158,B201710377A_c2,,
159,B201710377A_c3,,
160,B201710377A_c5,,
161,B201816126C_c1,,
162,B201809109A_c2,,
163,B201809109A_c3,,
164,B201809109A_c1,,
165,B201720076A4_c2,,
166,B201720076A4_c1,,
167,B201710382B_c3,,
168,B201710382B_c1,,
169,B201721383A4_c1,,
170,B201814242A_c4,,
171,B201814242A_c2,,
172,B201814242A_c1,,
173,B201809109C_c2,,
174,B201809109C_c3,,
175,B201809109C_c1,,
176,B201801711A_c2,,
177,B201801711A_c1,,
178,B201715933_c2,,
179,B201715933_c3,,
180,B201715933_c1,,
181,B201803401B_c2,,
182,B201803401B_c3,,
183,B201720538A1_c4,,
184,B201720538A1_c2,,
185,B201720538A1_c3,,
186,B201710379B_c2,,
187,B201710379B_c1,,
188,B201803401A_c4,,
189,B201803401A_c2,,
190,B201803401A_c1,,
191,B201715930A2_c3,,
192,B201739044C_c2,,
193,B201739044C_c1,,
194,B201735334G_c1,,
195,B201725590C_c2,,
196,B201727680B1_c2,,
197,B201727680B1_c1,,
198,B202012097A_c4,,
199,B202012097A_c2,,
200,B202012097A_c3,,
201,B202012097A_c1,,
202,B202012097A_c5,,
203,B201813098B_c1,,
204,B201732854B_c2,,
205,B201732854B_c3,,
206,B201732854B_c1,,
207,B201813097A_c2,,
208,B201813097A_c3,,
209,B201813097A_c1,,
210,B201715930A1_c2,,
211,B201715930A1_c1,,
212,B201923782A_c3,,
213,B201923782A_c1,,
214,B201727090A_c3,,
215,B201727090A_c1,,
216,B201720076A1_c2,,
217,B201720076A1_c1,,
218,B201718108C_c2,,
219,B201718108C_c1,,
220,B201714117_c4,,
221,B201714117_c2,,
222,B201714117_c3,,
223,B201714117_c1,,
224,B201714117_c5,,
225,B201720538A3_c4,,
226,B201720538A3_c3,,
227,B201720538A3_c1,,
228,B201801711C_c1,,
