,train,val,test
208,B201813097A_c1,,
209,B201715930A1_c3,,
210,B201715930A1_c1,,
211,B201923782A_c2,,
212,B201923782A_c3,,
213,B201923782A_c1,,
214,B201735334E_c1,,
215,B201727090A_c2,,
216,B201727090A_c3,,
217,B201727090A_c1,,
218,B201720076A1_c2,,
219,B201720076A1_c1,,
220,B201718108C_c2,,
221,B201718108C_c3,,
222,B201718108C_c1,,
223,B201714117_c4,,
224,B201714117_c2,,
225,B201714117_c1,,
226,B201714117_c5,,
227,B201720538A3_c2,,
228,B201720538A3_c1,,
