,train,val,test
175,crc_218,,
176,crc_220,,
177,crc_221,,
178,crc_222,,
179,crc_223,,
180,crc_224,,
181,crc_225,,
182,crc_227,,
183,crc_229,,
184,crc_230,,
185,crc_231,,
186,crc_232,,
187,crc_233,,
188,crc_234,,
189,crc_235,,
190,crc_236,,
191,crc_237,,
192,crc_238,,
193,crc_239,,
194,crc_243,,
195,crc_244,,
196,crc_246,,
197,crc_250,,
198,crc_251,,
199,crc_253,,
200,crc_254,,
201,crc_255,,
202,crc_257,,
203,crc_258,,
204,crc_259,,
205,crc_260,,
206,crc_262,,
207,crc_263,,
208,crc_265,,
209,crc_266,,
210,crc_267,,
211,crc_268,,
212,crc_269,,
213,crc_274,,
214,crc_275,,
215,crc_276,,
216,crc_277,,
217,crc_278,,
218,crc_279,,
219,crc_281,,
220,crc_282,,
221,crc_283,,
222,crc_284,,
223,crc_285,,
224,crc_286,,
225,crc_287,,
226,crc_288,,
227,crc_289,,
228,crc_290,,
229,crc_291,,
230,crc_293,,
231,crc_294,,
232,crc_295,,
233,crc_296,,
234,crc_297,,
235,crc_298,,
236,crc_299,,
237,crc_300,,
238,crc_301,,
