,train,val,test
85,crc_102,,crc_387
86,crc_104,,crc_388
87,crc_106,,crc_389
88,crc_107,,crc_390
89,crc_108,,crc_391
90,crc_109,,crc_392
91,crc_110,,crc_393
92,crc_111,,crc_394
93,crc_112,,crc_395
94,crc_113,,crc_396
95,crc_115,,crc_397
96,crc_117,,crc_398
97,crc_118,,crc_399
98,crc_119,,crc_400
99,crc_120,,crc_401
100,crc_121,,crc_402
101,crc_122,,crc_403
102,crc_123,,crc_404
103,crc_124,,crc_405
104,crc_127,,crc_406
105,crc_128,,crc_407
106,crc_129,,crc_408
107,crc_130,,crc_409
108,crc_131,,crc_410
109,crc_132,,crc_411
110,crc_133,,crc_412
111,crc_135,,crc_413
112,crc_136,,crc_414
113,crc_137,,crc_415
114,crc_138,,crc_416
115,crc_139,,crc_417
116,crc_141,,crc_418
117,crc_143,,crc_419
118,crc_144,,crc_420
119,crc_145,,crc_421
120,crc_146,,crc_422
121,crc_149,,crc_423
122,crc_150,,crc_424
123,crc_151,,crc_425
124,crc_153,,crc_426
125,crc_154,,crc_427
126,crc_155,,crc_428
127,crc_156,,crc_429
128,crc_157,,crc_430
129,crc_158,,
130,crc_160,,
131,crc_161,,
132,crc_163,,
133,crc_165,,
134,crc_166,,
135,crc_168,,
136,crc_169,,
137,crc_170,,
138,crc_171,,
139,crc_172,,
140,crc_173,,
141,crc_175,,
142,crc_176,,
143,crc_177,,
144,crc_178,,
145,crc_179,,
146,crc_181,,
147,crc_182,,
148,crc_183,,
149,crc_184,,
150,crc_185,,
151,crc_186,,
152,crc_188,,
153,crc_189,,
154,crc_190,,
155,crc_191,,
156,crc_192,,
157,crc_193,,
158,crc_194,,
159,crc_195,,
160,crc_196,,
161,crc_197,,
162,crc_200,,
163,crc_202,,
164,crc_203,,
165,crc_204,,
166,crc_205,,
167,crc_206,,
168,crc_208,,
169,crc_209,,
170,crc_210,,
171,crc_212,,
172,crc_213,,
173,crc_214,,
174,crc_215,,
175,crc_218,,
176,crc_220,,
177,crc_222,,
178,crc_223,,
179,crc_224,,
180,crc_225,,
181,crc_226,,
182,crc_227,,
183,crc_228,,
184,crc_229,,
185,crc_230,,
186,crc_231,,
187,crc_233,,
188,crc_234,,
189,crc_235,,
190,crc_237,,
191,crc_238,,
192,crc_241,,
193,crc_242,,
194,crc_243,,
195,crc_245,,
196,crc_246,,
197,crc_248,,
198,crc_249,,
199,crc_250,,
200,crc_251,,
201,crc_252,,
202,crc_253,,
203,crc_254,,
204,crc_255,,
205,crc_257,,
206,crc_259,,
207,crc_261,,
208,crc_262,,
209,crc_263,,
210,crc_265,,
211,crc_266,,
212,crc_267,,
213,crc_269,,
214,crc_270,,
215,crc_271,,
216,crc_273,,
217,crc_274,,
218,crc_275,,
219,crc_276,,
220,crc_277,,
221,crc_278,,
222,crc_279,,
223,crc_280,,
224,crc_281,,
225,crc_282,,
226,crc_283,,
227,crc_284,,
228,crc_285,,
229,crc_286,,
230,crc_287,,
231,crc_288,,
232,crc_289,,
233,crc_290,,
234,crc_292,,
235,crc_293,,
236,crc_294,,
237,crc_295,,
238,crc_296,,
239,crc_297,,
240,crc_298,,
241,crc_299,,
242,crc_300,,
243,crc_301,,
