,train,val,test
crc_314,False,False,True
crc_315,False,False,True
crc_316,False,False,True
crc_317,False,False,True
crc_318,False,False,True
crc_319,False,False,True
crc_320,False,False,True
crc_321,False,False,True
crc_322,False,False,True
crc_323,False,False,True
crc_324,False,False,True
crc_325,False,False,True
crc_326,False,False,True
crc_327,False,False,True
crc_328,False,False,True
crc_329,False,False,True
crc_330,False,False,True
crc_331,False,False,True
crc_332,False,False,True
crc_333,False,False,True
crc_334,False,False,True
crc_335,False,False,True
crc_336,False,False,True
crc_337,False,False,True
crc_338,False,False,True
crc_339,False,False,True
crc_340,False,False,True
crc_341,False,False,True
crc_342,False,False,True
crc_343,False,False,True
crc_344,False,False,True
crc_345,False,False,True
crc_346,False,False,True
crc_347,False,False,True
crc_348,False,False,True
crc_349,False,False,True
crc_350,False,False,True
crc_351,False,False,True
crc_352,False,False,True
crc_353,False,False,True
crc_354,False,False,True
crc_355,False,False,True
crc_356,False,False,True
crc_357,False,False,True
crc_358,False,False,True
crc_359,False,False,True
crc_360,False,False,True
crc_361,False,False,True
crc_362,False,False,True
crc_363,False,False,True
crc_364,False,False,True
crc_365,False,False,True
crc_366,False,False,True
crc_367,False,False,True
crc_368,False,False,True
crc_369,False,False,True
crc_370,False,False,True
crc_371,False,False,True
crc_372,False,False,True
crc_373,False,False,True
crc_374,False,False,True
crc_375,False,False,True
crc_376,False,False,True
crc_377,False,False,True
crc_378,False,False,True
crc_379,False,False,True
crc_380,False,False,True
crc_381,False,False,True
crc_382,False,False,True
crc_383,False,False,True
crc_384,False,False,True
crc_385,False,False,True
crc_386,False,False,True
crc_387,False,False,True
crc_388,False,False,True
crc_389,False,False,True
crc_390,False,False,True
crc_391,False,False,True
crc_392,False,False,True
crc_393,False,False,True
crc_394,False,False,True
crc_395,False,False,True
crc_396,False,False,True
crc_397,False,False,True
crc_398,False,False,True
crc_399,False,False,True
crc_400,False,False,True
crc_401,False,False,True
crc_402,False,False,True
crc_403,False,False,True
crc_404,False,False,True
crc_405,False,False,True
crc_406,False,False,True
crc_407,False,False,True
crc_408,False,False,True
crc_409,False,False,True
crc_410,False,False,True
crc_411,False,False,True
crc_412,False,False,True
crc_413,False,False,True
crc_414,False,False,True
crc_415,False,False,True
crc_416,False,False,True
crc_417,False,False,True
crc_418,False,False,True
crc_419,False,False,True
crc_420,False,False,True
crc_421,False,False,True
crc_422,False,False,True
crc_423,False,False,True
crc_424,False,False,True
crc_425,False,False,True
crc_426,False,False,True
crc_427,False,False,True
crc_428,False,False,True
crc_429,False,False,True
crc_430,False,False,True
