,train,val,test
66,crc_78,crc_289,crc_368
67,crc_79,crc_290,crc_369
68,crc_80,crc_291,crc_370
69,crc_81,,crc_371
70,crc_82,,crc_372
71,crc_84,,crc_373
72,crc_85,,crc_374
73,crc_86,,crc_375
74,crc_87,,crc_376
75,crc_88,,crc_377
76,crc_89,,crc_378
77,crc_91,,crc_379
78,crc_93,,crc_380
79,crc_94,,crc_381
80,crc_95,,crc_382
81,crc_97,,crc_383
82,crc_99,,crc_384
83,crc_100,,crc_385
84,crc_102,,crc_386
85,crc_103,,crc_387
86,crc_104,,crc_388
87,crc_107,,crc_389
88,crc_108,,crc_390
89,crc_110,,crc_391
90,crc_111,,crc_392
91,crc_113,,crc_393
92,crc_114,,crc_394
93,crc_115,,crc_395
94,crc_119,,crc_396
95,crc_122,,crc_397
96,crc_124,,crc_398
97,crc_125,,crc_399
98,crc_126,,crc_400
99,crc_127,,crc_401
100,crc_128,,crc_402
101,crc_129,,crc_403
102,crc_130,,crc_404
103,crc_131,,crc_405
104,crc_132,,crc_406
105,crc_133,,crc_407
106,crc_134,,crc_408
107,crc_135,,crc_409
108,crc_136,,crc_410
109,crc_137,,crc_411
110,crc_139,,crc_412
111,crc_140,,crc_413
112,crc_141,,crc_414
113,crc_143,,crc_415
114,crc_145,,crc_416
115,crc_147,,crc_417
116,crc_149,,crc_418
117,crc_150,,crc_419
118,crc_151,,crc_420
119,crc_152,,crc_421
120,crc_153,,crc_422
121,crc_156,,crc_423
122,crc_157,,crc_424
123,crc_158,,crc_425
124,crc_159,,crc_426
125,crc_160,,crc_427
126,crc_161,,crc_428
127,crc_162,,crc_429
128,crc_163,,crc_430
129,crc_164,,
130,crc_165,,
131,crc_166,,
132,crc_167,,
133,crc_169,,
134,crc_170,,
135,crc_171,,
136,crc_172,,
137,crc_174,,
138,crc_175,,
139,crc_176,,
140,crc_179,,
141,crc_180,,
142,crc_181,,
143,crc_183,,
144,crc_185,,
145,crc_186,,
146,crc_187,,
147,crc_188,,
148,crc_189,,
149,crc_190,,
150,crc_191,,
151,crc_192,,
152,crc_193,,
153,crc_194,,
154,crc_199,,
155,crc_200,,
156,crc_201,,
157,crc_202,,
158,crc_203,,
159,crc_205,,
160,crc_206,,
161,crc_207,,
162,crc_208,,
163,crc_209,,
164,crc_210,,
165,crc_212,,
166,crc_213,,
167,crc_218,,
168,crc_219,,
169,crc_220,,
170,crc_221,,
171,crc_222,,
172,crc_223,,
173,crc_224,,
174,crc_225,,
175,crc_226,,
176,crc_227,,
177,crc_228,,
178,crc_229,,
179,crc_231,,
180,crc_232,,
181,crc_233,,
182,crc_235,,
183,crc_236,,
184,crc_237,,
185,crc_238,,
186,crc_240,,
187,crc_241,,
188,crc_244,,
189,crc_246,,
190,crc_247,,
191,crc_248,,
192,crc_249,,
193,crc_250,,
194,crc_253,,
195,crc_255,,
196,crc_256,,
197,crc_257,,
198,crc_258,,
199,crc_261,,
200,crc_262,,
201,crc_263,,
202,crc_264,,
203,crc_266,,
204,crc_267,,
205,crc_268,,
206,crc_269,,
207,crc_270,,
208,crc_271,,
209,crc_272,,
210,crc_273,,
211,crc_275,,
212,crc_276,,
213,crc_278,,
214,crc_280,,
215,crc_281,,
216,crc_282,,
217,crc_283,,
218,crc_284,,
219,crc_285,,
220,crc_286,,
221,crc_287,,
222,crc_288,,
223,crc_292,,
224,crc_293,,
225,crc_294,,
226,crc_295,,
227,crc_296,,
228,crc_297,,
229,crc_298,,
230,crc_299,,
231,crc_300,,
232,crc_301,,
