,train,val,test
275,tumor_057,,
276,tumor_059,,
277,tumor_060,,
278,tumor_061,,
279,tumor_062,,
280,tumor_064,,
281,tumor_065,,
282,tumor_066,,
283,tumor_067,,
284,tumor_069,,
285,tumor_070,,
286,tumor_071,,
287,tumor_072,,
288,tumor_074,,
289,tumor_075,,
290,tumor_076,,
291,tumor_077,,
292,tumor_079,,
293,tumor_080,,
294,tumor_081,,
295,tumor_082,,
296,tumor_084,,
297,tumor_085,,
298,tumor_086,,
299,tumor_087,,
300,tumor_089,,
301,tumor_090,,
302,tumor_091,,
303,tumor_092,,
304,tumor_094,,
305,tumor_095,,
306,tumor_096,,
307,tumor_097,,
308,tumor_099,,
309,tumor_100,,
310,tumor_101,,
311,tumor_102,,
312,tumor_104,,
313,tumor_105,,
314,tumor_106,,
315,tumor_107,,
316,tumor_109,,
317,tumor_110,,
318,tumor_111,,
