,train,val,test
129,normal_081,,
130,normal_082,,
131,normal_084,,
132,normal_085,,
133,normal_086,,
134,normal_087,,
135,normal_089,,
136,normal_090,,
137,normal_091,,
138,normal_092,,
139,normal_094,,
140,normal_095,,
141,normal_096,,
142,normal_097,,
143,normal_099,,
144,normal_100,,
145,normal_101,,
146,normal_102,,
147,normal_104,,
148,normal_105,,
149,normal_106,,
150,normal_107,,
151,normal_109,,
152,normal_110,,
153,normal_111,,
154,normal_112,,
155,normal_114,,
156,normal_115,,
157,normal_116,,
158,normal_117,,
159,normal_119,,
160,normal_120,,
161,normal_121,,
162,normal_122,,
163,normal_124,,
164,normal_125,,
165,normal_126,,
166,normal_127,,
167,normal_129,,
168,normal_130,,
169,normal_131,,
170,normal_132,,
171,normal_134,,
172,normal_135,,
173,normal_136,,
174,normal_137,,
175,normal_139,,
176,normal_140,,
177,normal_141,,
178,normal_142,,
179,normal_144,,
180,normal_145,,
181,normal_146,,
182,normal_147,,
183,normal_149,,
184,normal_150,,
185,normal_151,,
186,normal_152,,
187,normal_154,,
188,normal_155,,
189,normal_156,,
190,normal_157,,
191,normal_159,,
192,test_001,,
193,test_002,,
194,test_004,,
195,test_010,,
196,test_011,,
197,test_013,,
198,test_016,,
199,test_026,,
200,test_027,,
201,test_029,,
202,test_030,,
203,test_038,,
204,test_040,,
205,test_046,,
206,test_048,,
207,test_052,,
208,test_061,,
209,test_064,,
210,test_065,,
211,test_068,,
212,test_069,,
213,test_071,,
214,test_073,,
215,test_075,,
216,test_079,,
217,test_082,,
218,test_084,,
219,test_092,,
220,test_094,,
221,test_097,,
222,test_099,,
223,test_104,,
224,test_105,,
225,test_108,,
226,test_110,,
227,test_116,,
228,test_117,,
229,test_121,,
230,test_122,,
231,tumor_002,,
232,tumor_003,,
233,tumor_004,,
234,tumor_005,,
235,tumor_007,,
236,tumor_008,,
237,tumor_009,,
238,tumor_010,,
239,tumor_012,,
240,tumor_013,,
241,tumor_014,,
242,tumor_015,,
243,tumor_017,,
244,tumor_018,,
245,tumor_019,,
246,tumor_020,,
247,tumor_022,,
248,tumor_023,,
249,tumor_024,,
250,tumor_025,,
251,tumor_027,,
252,tumor_028,,
253,tumor_029,,
254,tumor_030,,
255,tumor_032,,
256,tumor_033,,
257,tumor_034,,
258,tumor_035,,
259,tumor_037,,
260,tumor_038,,
261,tumor_039,,
262,tumor_040,,
263,tumor_042,,
264,tumor_043,,
265,tumor_044,,
266,tumor_045,,
267,tumor_047,,
268,tumor_048,,
269,tumor_049,,
270,tumor_050,,
271,tumor_052,,
272,tumor_053,,
273,tumor_054,,
274,tumor_055,,
275,tumor_057,,
276,tumor_058,,
277,tumor_059,,
278,tumor_060,,
279,tumor_062,,
280,tumor_063,,
281,tumor_064,,
282,tumor_065,,
283,tumor_067,,
284,tumor_068,,
285,tumor_069,,
286,tumor_070,,
287,tumor_072,,
288,tumor_073,,
289,tumor_074,,
290,tumor_075,,
291,tumor_077,,
292,tumor_078,,
293,tumor_079,,
294,tumor_080,,
295,tumor_082,,
296,tumor_083,,
297,tumor_084,,
298,tumor_085,,
299,tumor_087,,
300,tumor_088,,
301,tumor_089,,
302,tumor_090,,
303,tumor_092,,
304,tumor_093,,
305,tumor_094,,
306,tumor_095,,
307,tumor_097,,
308,tumor_098,,
309,tumor_099,,
310,tumor_100,,
311,tumor_102,,
312,tumor_103,,
313,tumor_104,,
314,tumor_105,,
315,tumor_107,,
316,tumor_108,,
317,tumor_109,,
318,tumor_110,,
