,train,val,test
221,B201509635B,,
222,B201509635A2,,
223,B201607053A2,,
224,B201614308B,,
225,B201609285A2,,
226,B201609285A1,,
227,B201523325C,,
228,B201614308D,,
229,B201614308A3,,
230,B201523325D,,
231,B201614308A2,,
232,B201528613C,,
233,B201609285C,,
234,B201528613B,,
235,B201509635C,,
236,B201609285B1,,
237,B201607053B2,,
238,B201523325B1,,
239,B201501456A2,,
240,B201820572B,,
241,B201828900B1,,
242,B201832773B1,,
243,B201834778C,,
244,B201832785C,,
245,B201828900G,,
246,B201832773C1,,
247,B201828121C,,
248,B201834778A,,
249,B201823532A1,,
250,B201832773B2,,
251,B201820572A,,
252,B201823770C,,
253,B201829916C1,,
254,B201844793A2,,
255,B201828900A2,,
256,B201835090C,,
257,B201829916B3,,
258,B201823532B,,
259,B201844793A3,,
260,B201832773A1,,
261,B201835090B,,
262,B201829916A1,,
263,B201829916C2,,
264,B201834778B1,,
265,B201820572C,,
266,B201828900B2,,
267,B201820572C2,,
268,B201835090A,,
269,B201829916D2,,
270,B201829916B2,,
271,B201804191A1,,
272,B201806907A2,,
273,B201804191D,,
274,B201806907A1,,
275,B201806733A2,,
276,B201804191C2,,
277,B201019993B2,,
278,B201020473A1,,
279,B201107603D2,,
280,B201020473C,,
281,B201107603l2,,
282,B201919385C,,
283,B201907770C2,,
284,B201925391C,,
285,B201925391D,,
286,B201909681B2,,
287,B201907770B1,,
288,B201919385A2,,
289,B201912271C1,,
290,B201909292B1,,
291,B201919385B,,
292,B201919385A1,,
293,B201909292A,,
294,B201909681B,,
295,B201907770D1,,
296,B201919385D,,
297,B201909681C2,,
298,B201314015A2,,
299,B201226336C1,,
300,B201221437A3,,
301,B201223608HE,,
302,B201223608B,,
303,B201223608A2,,
304,B201319077B3,,
305,B201314015A1,,
306,B201321212A2,,
307,B201319077A4,,
308,B201223608A1,,
309,B201319077A6,,
310,B201221437A4,,
311,B201304490C,,
312,B201314015A3,,
313,B201221437A2,,
314,B201221437C,,
315,B201317553A2,,
316,B201321212A3,,
317,B201304490B1,,
318,B201314015B2,,
319,B201319077A2,,
320,B201314015C,,
321,B201314015B1,,
322,B201605403C1,,
323,B201324568D1,,
324,B201324568C2,,
325,B201409040B1,,
326,B201326432A2,,
327,B201605403A2,,
328,B201324568E1,,
329,B201326432A1,,
330,B201409040B3,,
331,B201324568E3,,
332,B201605850B1,,
333,B201326432A3,,
334,B201409040B2,,
335,B201605850A,,
336,B201324568E2,,
337,B201402988A1,,
338,B201402988A4,,
339,B201605850B2,,
340,B201605403A1,,
341,B201324568D3,,
342,B201402988B2,,
343,B201324568A1,,
344,B201324568A2,,
345,B201409040A,,
346,B201324568C1,,
347,B201605403A3,,
348,B201324568B2,,
349,B201605403B1,,
350,B201512282B2,,
351,B201512282C2,,
352,B201425620D2,,
353,B201512282B1,,
354,B201603879B2,,
355,B201603879A2,,
356,B201501448C,,
357,B201512282A1,,
358,B201512282C1,,
359,B201526010D2,,
360,B201425620B3,,
361,B201501456A1,,
362,B201512282A2,,
363,B201425620D1,,
364,B201603879D,,
365,B201507536B1,,
366,B201603879B1,,
367,B201501448B,,
368,B201507536C,,
369,B201507536B2,,
370,B201512282D1,,
371,B201501448D,,
372,B201507536A,,
373,B201526010A1,,
374,B201825721B3,,
375,B201828121B1,,
376,B201825721B1,,
377,B201825721A,,
378,B201822130A2,,
379,B201827480C2,,
380,B201841124A1,,
381,B201822130D1,,
382,B201828121B2,,
383,B201822130C,,
384,B201822130A1,,
385,B201822130B,,
386,B201827480A,,
387,B201121493C,,
388,F61560shi,,
389,B201932403A,,
390,B201121493B3,,
391,B201933337B2,,
392,B201938716B2,,
393,B201107055A2,,
394,B201007978D1,,
395,B201927408D2,,
396,F61560B1,,
397,F61560A1,,
398,B201118916A2,,
399,B201118916A,,
400,F74103,,
401,B201018569B1,,
402,B201943357A2,,
403,F61560,,
404,F61560B2,,
405,B201938716C,,
406,B201932403B1,,
407,B201019993A2,,
408,B201007978B2,,
409,B201107055A3,,
410,B201020473B1,,
411,B201927408D3,,
412,B201118916A3,,
413,B201927408B1,,
414,B201021604B1,,
415,F61560C2,,
416,B201933337A1,,
417,B201121493B2,,
418,B201121493A3,,
419,B201932403Acenter,,
420,B201943357B1,,
421,B201118916A1,,
422,B201933337A2,,
423,B201118916D,,
424,F74103A2,,
425,B201932403D,,
426,B201121493C2,,
427,B201021604B2,,
428,B201107055A4,,
429,B201118916C2,,
430,B201121493B,,
431,B201933337B1,,
432,B201121493A2,,
433,F61560C1,,
434,B201944706B,,
435,B201801578A2,,
436,B201801578C,,
437,B201802800D2,,
438,B201800630A3,,
439,B201800630C2,,
440,B201800765B,,
441,B201800630A2,,
442,B201800021B,,
443,B201801578B2,,
444,B201800630B2,,
445,B201800630C1,,
446,B201802800D3,,
447,B201801578A1,,
