,train,val,test
47,B201806213B2,B201428281A2,B201428281A2
48,B201804116C,B201428281A1,B201428281A1
49,B201805990B1,B201317554A2,B201317554A2
50,B201806321B,B201428281B2,B201428281B2
51,B201804116A2,B201905035B2,B201905035B2
52,B201803918A3,B201936411B2,B201936411B2
53,B201804872A2,B201905035A,B201905035A
54,B201805795D2,B201928825C2,B201928825C2
55,B201804116B,B201930909A,B201930909A
56,B201805607D,B201607053A2,B201607053A2
57,B201805671A2,B201523325C,B201523325C
58,B201806212A1,B201614308A2,B201614308A2
59,B201804872A4,B201509635C,B201509635C
60,B201804872B,B201501456A2,B201501456A2
61,B201806703C,B201834778C,B201834778C
62,B201805990B2,B201828121C,B201828121C
63,B201806220B2,B201820572A,B201820572A
64,B201803918B2,B201828900A2,B201828900A2
65,B201806520C,B201844793A3,B201844793A3
66,B201806398A1,B201829916C2,B201829916C2
67,B201805607C2,B201820572C2,B201820572C2
68,B201805607C1,B201804191A1,B201804191A1
69,B201804191C1,B201806733A2,B201806733A2
70,B201806212A2,B201107603D2,B201107603D2
71,B201806398D1,B201907770C2,B201907770C2
72,B201805795D1,B201907770B1,B201907770B1
73,B201804612C2,B201919385B,B201919385B
74,B201806702A1,B201907770D1,B201907770D1
75,B201806212B1,B201226336C1,B201226336C1
76,B201806733A1,B201223608A2,B201223608A2
77,B201804872A1,B201319077A4,B201319077A4
78,B201806703B,B201304490C,B201304490C
79,B201804872A3,B201317553A2,B201317553A2
80,B201805671D2,B201319077A2,B201319077A2
81,B201806213A1,B201324568D1,B201324568D1
82,B201803918B1,B201605403A2,B201605403A2
83,B201806733C,B201324568E3,B201324568E3
84,B201805671C,B201605850A,B201605850A
85,B201805990A,B201605850B2,B201605850B2
86,B201806520D,B201324568A1,B201324568A1
87,B201806220A1,B201605403A3,B201605403A3
88,B201806693,B201512282C2,B201512282C2
89,B201806520A,B201603879A2,B201603879A2
90,B201806321C1,B201526010D2,B201526010D2
91,B201805671B1,B201425620D1,B201425620D1
92,B201806321A2,B201501448B,B201501448B
93,B201806703D,B201501448D,B201501448D
94,B201806321A1,B201828121B1,B201828121B1
95,B201804612B1,B201827480C2,B201827480C2
96,B201806733B2,B201822130C,B201822130C
97,B201806733A3,B201121493C,B201121493C
98,B201806213A2,B201933337B2,B201933337B2
99,B201806314A2,B201927408D2,B201927408D2
100,B201805795C,B201118916A,B201118916A
101,B201806321C2,F61560,F61560
102,B201806398C,B201019993A2,B201019993A2
103,B201805795A1,B201927408D3,B201927408D3
104,B201805607A2,F61560C2,F61560C2
105,B201804191B,B201932403Acenter,B201932403Acenter
106,B201806212B2,B201118916D,B201118916D
107,B201804872D,B201021604B2,B201021604B2
108,B201806398B,B201933337B1,B201933337B1
109,B201806398A2,B201801578A2,B201801578A2
110,B201018569B2,B201800630C2,B201800630C2
111,B201107603C2,B201801578B2,B201801578B2
112,B201107603C3,B201801578A1,B201801578A1
113,B201019993A1,,
114,B201019993A3,,
115,B201019993B1,,
116,B201018569A2,,
117,B201107603C1,,
118,B201020473A2,,
119,B201018569D1,,
120,B201020473B2,,
121,B201801681A1,,
122,B201800765D,,
123,B201800628B1,,
124,B201802061C1,,
125,B201801248B1,,
126,B201800158C1,,
127,B201800765C,,
128,B201800765A1,,
129,B201802061A1,,
130,B201802061B1,,
131,B201800158C2,,
132,B201802382C,,
133,B201802800B1,,
134,B201800580A1,,
135,B201802061C2,,
136,B201800470B2,,
137,B201800628C,,
138,B201800628D2,,
139,B201800765E1,,
140,B201802800C2,,
141,B201801681A3,,
142,B201803863B2,,
143,B201800628B2,,
144,B201801223A2,,
145,B201803197D,,
146,B201801034D,,
147,B201800470B1,,
148,B201801681A2,,
149,B201800628A1,,
150,B201803197A,,
151,B201802382A3,,
152,B201800765E2,,
153,B201801223D,,
154,B201800158A2,,
155,B201801034C1,,
156,B201801248C1,,
157,B201800158B2,,
158,B201801223B,,
159,B201802381B,,
160,B201803895B,,
161,B201800470C,,
162,B201801248A1,,
163,B201802381C,,
164,B201802381D,,
165,B201802381A1,,
166,B201802382B,,
167,B201802061D1,,
168,B201803197C,,
169,B201802381A2,,
170,B201803863A,,
171,B201800158A1,,
172,B201801034A1,,
173,B201802800A1,,
174,B201802382D,,
175,B201801248C2,,
176,B201802381A4,,
177,B201802381A3,,
178,B201802800C1,,
179,B201800158D1,,
180,B201801682C,,
181,B201803863B1,,
182,B201801682A1,,
183,B201803895A2,,
184,B201801223C,,
185,B201802061D2,,
186,B201428281C,,
187,B201415605A2,,
188,B201519204B1,,
189,B201519204C,,
190,B201317554A1,,
191,B201322347A1,,
192,B201317554B1,,
193,B201317554B2,,
194,B201428281B1,,
195,B201519204A,,
196,B201518371D,,
197,B201518371B2,,
198,B201518371A2,,
199,B201519204B2,,
200,B201517094D,,
201,B201415605B1,,
202,B201415605A1,,
203,B201914532B,,
204,B201939700A2,,
205,B201919084A2,,
206,B201931817A2,,
207,B201939700B1,,
208,B201930909B,,
209,B201936411C,,
210,B201905035B1,,
211,B201939700A3,,
212,B201906782B,,
213,B201939700A1,,
214,B201928825A,,
215,B201939700B2,,
216,B201928825B1,,
217,B201906782A1,,
218,B201906782A2,,
219,B201906782C,,
220,B201528613D,,
221,B201509635B,,
222,B201609285B2,,
223,B201509635A2,,
224,B201614308B,,
225,B201609285A2,,
226,B201523325A2,,
227,B201609285A1,,
228,B201614308D,,
229,B201614308A3,,
230,B201528613A,,
231,B201523325D,,
232,B201528613C,,
233,B201609285C,,
234,B201523325B2,,
235,B201528613B,,
236,B201609285B1,,
237,B201607053B2,,
238,B201609285D,,
239,B201523325B1,,
240,B201820572B,,
241,B201828900B1,,
242,B201829916B4,,
243,B201832773B1,,
244,B201832785C,,
245,B201828900G,,
246,B201829916C4,,
247,B201832773C1,,
248,B201834778A,,
249,B201823532A1,,
250,B201832773A2,,
251,B201832773B2,,
252,B201823770C,,
253,B201829916C1,,
254,B201829916D1,,
255,B201844793A2,,
256,B201835090C,,
257,B201829916B3,,
258,B201829916C3,,
259,B201823532B,,
260,B201832773A1,,
261,B201835090B,,
262,B201844793B2,,
263,B201829916A1,,
264,B201834778B1,,
265,B201820572C,,
266,B201844793B1,,
267,B201828900B2,,
268,B201835090A,,
269,B201829916D2,,
270,B201844793A1,,
271,B201829916B2,,
272,B201806907A2,,
273,B201804191D,,
274,B201804191A2,,
275,B201806907A1,,
276,B201804191C2,,
277,B201019993B2,,
278,B201107603B2,,
279,B201020473A1,,
280,B201020473C,,
281,B201107603l2,,
282,B201912271A1,,
283,B201919385C,,
284,B201925391C,,
285,B201925391D,,
286,B201912271B2,,
287,B201909681B2,,
288,B201919385A2,,
289,B201912271C1,,
290,B201907770A,,
291,B201909292B1,,
292,B201919385A1,,
293,B201909292A,,
294,B201909292B2,,
295,B201909681B,,
296,B201919385D,,
297,B201909681C2,,
298,B201907770D3,,
299,B201314015A2,,
300,B201221437A3,,
301,B201223608HE,,
302,B201221437B,,
303,B201223608B,,
304,B201319077B3,,
305,B201314015A1,,
306,B201317553HE,,
307,B201321212A2,,
308,B201223608A1,,
309,B201319077A6,,
310,B201319077A3,,
311,B201221437A4,,
312,B201314015A3,,
313,B201221437A2,,
314,B201319077A1,,
315,B201221437C,,
316,B201321212A3,,
317,B201304490B1,,
318,B201223608A3,,
319,B201314015B2,,
320,B201314015C,,
321,B201314015B1,,
322,B201614308A1,,
323,B201605403C1,,
324,B201324568C2,,
325,B201409040B1,,
326,B201605850C2,,
327,B201326432A2,,
328,B201324568E1,,
329,B201326432A1,,
330,B201324568B1,,
331,B201409040B3,,
332,B201605850B1,,
333,B201326432A3,,
334,B201409040C,,
335,B201409040B2,,
336,B201324568E2,,
337,B201402988A1,,
338,B201324568D2,,
339,B201402988A4,,
340,B201605403A1,,
341,B201324568D3,,
342,B201605850C1,,
343,B201402988B2,,
344,B201324568A2,,
345,B201409040A,,
346,B201605403B2,,
347,B201324568C1,,
348,B201324568B2,,
349,B201605403B1,,
350,B201514231A1,,
351,B201512282B2,,
352,B201425620D2,,
353,B201512282B1,,
354,B201603879B,,
355,B201603879B2,,
356,B201501448C,,
357,B201512282A1,,
358,B201501448A1,,
359,B201512282C1,,
360,B201425620B3,,
361,B201501456A1,,
362,B201603879C2,,
363,B201512282A2,,
364,B201603879D,,
365,B201507536B1,,
366,B201603879A3,,
367,B201603879B1,,
368,B201507536C,,
369,B201507536B2,,
370,B201603879D1,,
371,B201512282D1,,
372,B201507536A,,
373,B201526010A1,,
374,B201512282D2,,
375,B201825721B3,,
376,B201825721B1,,
377,B201825721A,,
378,B201840241D,,
379,B201822130A2,,
380,B201841124A1,,
381,B201822130D1,,
382,B201828121A,,
383,B201828121B2,,
384,B201822130A1,,
385,B201822130B,,
386,B201827480B1,,
387,B201827480A,,
388,F61560shi,,
389,B201932403A,,
390,B201943357A1,,
391,B201121493B3,,
392,B201938716B2,,
393,B201107055A2,,
394,B201933337B3,,
395,B201007978D1,,
396,F61560B1,,
397,F61560A1,,
398,F61560D,,
399,B201118916A2,,
400,F74103,,
401,B201018569B1,,
402,B201021604A3,,
403,B201943357A2,,
404,F61560B2,,
405,B201938716C,,
406,B201932403B2,,
407,B201932403B1,,
408,B201007978B2,,
409,B201107055A3,,
410,B201107055A1,,
411,B201020473B1,,
412,B201118916A3,,
413,B201927408B1,,
414,B201118916C1,,
415,B201021604B1,,
416,B201933337A1,,
417,B201121493B2,,
418,F61560A2,,
419,B201121493A3,,
420,B201943357B1,,
421,B201118916A1,,
422,B201932403C2,,
423,B201933337A2,,
424,F74103A2,,
425,B201932403D,,
426,B201932403C1,,
427,B201121493C2,,
428,B201107055A4,,
429,B201118916C2,,
430,B201107055B,,
431,B201121493B,,
432,B201121493A2,,
433,F61560C1,,
434,B201007978A,,
435,B201944706B,,
436,B201801578C,,
437,B201802800D2,,
438,B201800630A4,,
439,B201800630A3,,
440,B201800765B,,
441,B201800630A2,,
442,B201801578B1,,
443,B201800021B,,
444,B201800630B2,,
445,B201800630C1,,
446,B201802061A2,,
447,B201802800D3,,
