,train,val,test
70,B201806733A4,B201925391D,B201925391D
71,B201806212A2,B201912271C1,B201912271C1
72,B201805795D1,B201909292A,B201909292A
73,B201804612C2,B201909681C2,B201909681C2
74,B201806398D2,B201223608HE,B201223608HE
75,B201806702A1,B201314015A1,B201314015A1
76,B201806733A1,B201319077A6,B201319077A6
77,B201804872A1,B201221437A2,B201221437A2
78,B201806314B2,B201304490B1,B201304490B1
79,B201806703B,B201314015B1,B201314015B1
80,B201805671D2,B201409040B1,B201409040B1
81,B201806213A1,B201326432A1,B201326432A1
82,B201806314C3,B201326432A3,B201326432A3
83,B201803918B1,B201402988A1,B201402988A1
84,B201805671C,B201324568D3,B201324568D3
85,B201805990A,B201409040A,B201409040A
86,B201806520B,B201605403B1,B201605403B1
87,B201806520D,B201512282B1,B201512282B1
88,B201806693,B201512282A1,B201512282A1
89,B201806520A,B201501456A1,B201501456A1
90,B201804872C1,B201507536B1,B201507536B1
91,B201806321C1,B201507536B2,B201507536B2
92,B201806321A2,B201526010A1,B201526010A1
93,B201806703D,B201825721A,B201825721A
94,B201806702A2,B201822130D1,B201822130D1
95,B201806321A1,B201822130B,B201822130B
96,B201806733B2,B201932403A,B201932403A
97,B201806733A3,B201107055A2,B201107055A2
98,B201804612A1,F61560A1,F61560A1
99,B201806213A2,B201018569B1,B201018569B1
100,B201805795C,B201938716C,B201938716C
101,B201806321C2,B201107055A3,B201107055A3
102,B201806907C1,B201927408B1,B201927408B1
103,B201806398C,B201121493B2,B201121493B2
104,B201805607A2,B201118916A1,B201118916A1
105,B201804191B,B201932403D,B201932403D
106,B201805795A2,B201118916C2,B201118916C2
107,B201806212B2,F61560C1,F61560C1
108,B201806398B,B201802800D2,B201802800D2
109,B201806398A2,B201800630A2,B201800630A2
110,B201018569A1,B201800630C1,B201800630C1
111,B201018569B2,,
112,B201107603C3,,
113,B201019993A1,,
114,B201107603l1,,
115,B201019993A3,,
116,B201018569A2,,
117,B201107603C1,,
118,B201018569K,,
119,B201020473A2,,
120,B201020473B2,,
121,B201801681A1,,
122,B201803197B,,
123,B201800765D,,
124,B201802061C1,,
125,B201801248B1,,
126,B201803895A1,,
127,B201800158C1,,
128,B201800765A1,,
129,B201802061A1,,
130,B201801034A2,,
131,B201802061B1,,
132,B201802382C,,
133,B201802800B1,,
134,B201801248A2,,
135,B201800580A1,,
136,B201800470B2,,
137,B201800628C,,
138,B201801681C,,
139,B201800628D2,,
140,B201802800C2,,
141,B201801681A3,,
142,B201800628A2,,
143,B201803863B2,,
144,B201801223A2,,
145,B201803197D,,
146,B201800470A,,
147,B201801034D,,
148,B201801681A2,,
149,B201800628A1,,
150,B201800158B1,,
151,B201803197A,,
152,B201800765E2,,
153,B201801223D,,
154,B201803433A2,,
155,B201800158A2,,
156,B201801248C1,,
157,B201800158B2,,
158,B201802382A2,,
159,B201801223B,,
160,B201803895B,,
161,B201800470C,,
162,B201801681B,,
163,B201801248A1,,
164,B201802381D,,
165,B201802381A1,,
166,B201800158D2,,
167,B201802382B,,
168,B201803197C,,
169,B201802381A2,,
170,B201801682B,,
171,B201803863A,,
172,B201801034A1,,
173,B201802800A1,,
174,B201802382A1,,
175,B201802382D,,
176,B201802381A4,,
177,B201802381A3,,
178,B201802800A2,,
179,B201802800C1,,
180,B201801682C,,
181,B201803863B1,,
182,B201801682A2,,
183,B201801682A1,,
184,B201801223C,,
185,B201802061D2,,
186,B201800580A3,,
187,B201428281C,,
188,B201415605A2,,
189,B201428281A2,,
190,B201519204B1,,
191,B201317554A1,,
192,B201322347A1,,
193,B201428281A1,,
194,B201317554B1,,
195,B201428281B1,,
196,B201519204A,,
197,B201317554A2,,
198,B201518371D,,
199,B201518371A2,,
200,B201519204B2,,
201,B201428281B2,,
202,B201517094D,,
203,B201415605A1,,
204,B201914532B,,
205,B201905035B2,,
206,B201939700A2,,
207,B201931817A2,,
208,B201939700B1,,
209,B201936411B2,,
210,B201930909B,,
211,B201905035B1,,
212,B201939700A3,,
213,B201905035A,,
214,B201906782B,,
215,B201928825A,,
216,B201939700B2,,
217,B201928825C2,,
218,B201928825B1,,
219,B201906782A2,,
220,B201906782C,,
221,B201930909A,,
222,B201528613D,,
223,B201609285B2,,
224,B201509635A2,,
225,B201607053A2,,
226,B201614308B,,
227,B201523325A2,,
228,B201609285A1,,
229,B201523325C,,
230,B201614308D,,
231,B201528613A,,
232,B201523325D,,
233,B201614308A2,,
234,B201528613C,,
235,B201523325B2,,
236,B201528613B,,
237,B201509635C,,
238,B201609285B1,,
239,B201609285D,,
240,B201523325B1,,
241,B201501456A2,,
242,B201820572B,,
243,B201829916B4,,
244,B201832773B1,,
245,B201834778C,,
246,B201832785C,,
247,B201829916C4,,
248,B201832773C1,,
249,B201828121C,,
250,B201834778A,,
251,B201832773A2,,
252,B201832773B2,,
253,B201820572A,,
254,B201823770C,,
255,B201829916D1,,
256,B201844793A2,,
257,B201828900A2,,
258,B201835090C,,
259,B201829916C3,,
260,B201823532B,,
261,B201844793A3,,
262,B201832773A1,,
263,B201844793B2,,
264,B201829916A1,,
265,B201829916C2,,
266,B201834778B1,,
267,B201844793B1,,
268,B201828900B2,,
269,B201820572C2,,
270,B201835090A,,
271,B201844793A1,,
272,B201829916B2,,
273,B201804191A1,,
274,B201806907A2,,
275,B201804191A2,,
276,B201806907A1,,
277,B201806733A2,,
278,B201804191C2,,
279,B201107603B2,,
280,B201020473A1,,
281,B201107603D2,,
282,B201020473C,,
283,B201912271A1,,
284,B201919385C,,
285,B201907770C2,,
286,B201925391C,,
287,B201912271B2,,
288,B201909681B2,,
289,B201907770B1,,
290,B201919385A2,,
291,B201907770A,,
292,B201909292B1,,
293,B201919385B,,
294,B201919385A1,,
295,B201909292B2,,
296,B201909681B,,
297,B201907770D1,,
298,B201919385D,,
299,B201907770D3,,
300,B201314015A2,,
301,B201226336C1,,
302,B201221437A3,,
303,B201221437B,,
304,B201223608B,,
305,B201223608A2,,
306,B201319077B3,,
307,B201317553HE,,
308,B201321212A2,,
309,B201319077A4,,
310,B201223608A1,,
311,B201319077A3,,
312,B201221437A4,,
313,B201304490C,,
314,B201314015A3,,
315,B201319077A1,,
316,B201221437C,,
317,B201317553A2,,
318,B201321212A3,,
319,B201223608A3,,
320,B201314015B2,,
321,B201319077A2,,
322,B201314015C,,
323,B201614308A1,,
324,B201605403C1,,
325,B201324568D1,,
326,B201324568C2,,
327,B201605850C2,,
328,B201326432A2,,
329,B201605403A2,,
330,B201324568E1,,
331,B201324568B1,,
332,B201409040B3,,
333,B201324568E3,,
334,B201605850B1,,
335,B201409040C,,
336,B201409040B2,,
337,B201605850A,,
338,B201324568E2,,
339,B201324568D2,,
340,B201402988A4,,
341,B201605850B2,,
342,B201605403A1,,
343,B201605850C1,,
344,B201402988B2,,
345,B201324568A1,,
346,B201324568A2,,
347,B201605403B2,,
348,B201324568C1,,
349,B201605403A3,,
350,B201324568B2,,
351,B201514231A1,,
352,B201512282B2,,
353,B201512282C2,,
354,B201425620D2,,
355,B201603879B,,
356,B201603879B2,,
357,B201603879A2,,
358,B201501448C,,
359,B201501448A1,,
360,B201512282C1,,
361,B201526010D2,,
362,B201425620B3,,
363,B201603879C2,,
364,B201512282A2,,
365,B201425620D1,,
366,B201603879D,,
367,B201603879A3,,
368,B201603879B1,,
369,B201501448B,,
370,B201507536C,,
371,B201603879D1,,
372,B201512282D1,,
373,B201501448D,,
374,B201507536A,,
375,B201512282D2,,
376,B201825721B3,,
377,B201828121B1,,
378,B201825721B1,,
379,B201840241D,,
380,B201822130A2,,
381,B201827480C2,,
382,B201841124A1,,
383,B201828121A,,
384,B201828121B2,,
385,B201822130C,,
386,B201822130A1,,
387,B201827480B1,,
388,B201827480A,,
389,B201121493C,,
390,F61560shi,,
391,B201943357A1,,
392,B201121493B3,,
393,B201933337B2,,
394,B201938716B2,,
395,B201933337B3,,
396,B201007978D1,,
397,B201927408D2,,
398,F61560B1,,
399,F61560D,,
400,B201118916A2,,
401,B201118916A,,
402,F74103,,
403,B201021604A3,,
404,B201943357A2,,
405,F61560,,
406,F61560B2,,
407,B201932403B2,,
408,B201932403B1,,
409,B201019993A2,,
410,B201007978B2,,
411,B201107055A1,,
412,B201020473B1,,
413,B201927408D3,,
414,B201118916A3,,
415,B201118916C1,,
416,B201021604B1,,
417,F61560C2,,
418,B201933337A1,,
419,F61560A2,,
420,B201121493A3,,
421,B201932403Acenter,,
422,B201943357B1,,
423,B201932403C2,,
424,B201933337A2,,
425,B201118916D,,
426,F74103A2,,
427,B201932403C1,,
428,B201121493C2,,
429,B201021604B2,,
430,B201107055A4,,
431,B201107055B,,
432,B201121493B,,
433,B201933337B1,,
434,B201121493A2,,
435,B201007978A,,
436,B201944706B,,
437,B201801578A2,,
438,B201801578C,,
439,B201800630A4,,
440,B201800630A3,,
441,B201800630C2,,
442,B201800765B,,
443,B201801578B1,,
444,B201800021B,,
445,B201801578B2,,
446,B201800630B2,,
447,B201802061A2,,
448,B201802800D3,,
449,B201801578A1,,
